Spell Name;Description 1;Description 2;Description 3;Description 4;Description 5;Description 6;Description 7;Description 8;Description 9;Description 10;Description 11;Description 12;Extra;Mana Drain;WAR;CLR;PAL;RNG;SHD;DRU;MNK;BRD;ROG;SHM;NEC;WIZ;MAG;ENC;BST;Casting Time;Fizzle Time;Recovery Time;Indoor/Outdoor;Time;Location;Skill;Duration;Dur Formula;AoE Duration;Pos/Neg;Category;Attrib 1;Min 1;Max 1;Calc 1;Attrib 2;Min 2;Max 2;Calc 2;Attrib 3;Min 3;Max 3;Calc 3;Attrib 4;Min 4;Max 4;Calc 4;Attrib 5;Min 5;Max 5;Calc 5;Attrib 6;Min 6;Max 6;Calc 6;Attrib 7;Min 7;Max 7;Calc 7;Attrib 8;Min 8;Max 8;Calc 8;Attrib 9;Min 9;Max 9;Calc 9;Attrib 10;Min 10;Max 10;Calc 10;Attrib 11;Min 11;Max 11;Calc 11;Attrib 12;Min 12;Max 12;Calc 12;Reagent 1;Quantity 1;Reageant 2;Quantity 2;Reageant 3;Quantity 3;Reageant 4;Quantity 4;Focus 1;Focus 2;Resistance;Target;Resist Adj;Gem;Range;AoE Range;Back Range;Up Range;Spell ID;You Cast;Someone Casts;Cast on You;Cast on Someone;Spell Fades;
Nillipus` March of the Wee;Increase Armor Class (AC) by 10 (L52);;Increase Agility by 18 (L52);Increase Absorb Damage by 12 (L52);;;;;;;;;;0;61;61;61;61;61;61;61;52;61;61;61;61;61;61;61;3.0;0.0;0.0;;;None;Percussion Instruments;0;5;0;0;Bard Buffing;Armor Class (AC);32;0;;Charisma;0;0;;Agility;18;0;;Absorb Damage;12;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;Full Group;0;2080;0;50;0;0;1752;;;You feel small.;;You feel bigger.;
Song of Twilight;Stun;Decrease Magic Resist from 14 (L53) to 16 (L60);;;;;;;;;;;;0;61;61;61;61;61;61;61;53;61;61;61;61;61;61;61;3.0;0.0;0.0;;;None;Wind Instruments;3;7;0;0;Bard Attack;Stun;1;0;;Magic Resist;-1;0;min + level /  4;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;Flute;1;;1;;1;;1;;;Magic;All;0;2119;100;0;4;0;1753;You play the music of twilight.;;You hear the music of twilight.; stumbles toward you.;;
Song of Dawn;Lowers you on the target's hate list by -155;;;;;;;;;;;;;0;61;61;61;61;61;61;61;53;61;61;61;61;61;61;61;3.0;0.0;0.0;;;None;Wind Instruments;0;0;0;0;Bard Healing;Lower Hate;-155;0;min + level /  2;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;All;0;2059;100;0;0;0;1754;You play the song of dawn.;;; winks.;;
Song of Highsun;Cancel Magic + 9 levels;Cancel Magic + 9 levels;Stuns target;Shadow Step;;;;;;;;;;0;61;61;61;61;61;61;61;56;61;61;61;61;61;61;61;3.0;0.0;0.0;;Day;None;Wind Instruments;0;0;0;0;Bard Healing;Cancel Magic;9;0;;Cancel Magic;9;0;;Stuns;1;0;;Shadow Step;1;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;Flute;1;;1;;1;;1;;;Magic;All;0;2122;75;0;0;0;1755;;;You feel a pulse of static energy wash over you.;;;
Song of Midnight;Fear;Decrease Hit Points (HP) by 8 (L56);Increase Movement by 45% (L56);;;;;;;;;;;0;61;61;61;61;61;61;61;56;61;61;61;61;61;61;61;3.0;0.0;0.0;;Night;None;Brass Instruments;0;5;0;0;Bard Attack;Fear;1;0;;Hit Points (HP);-1;0;min + level /  8;Movement;45;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;Horn;1;;1;;1;;1;;;Magic;Point Blank AoE;0;2083;0;35;0;0;1756;;;Your mind snaps in terror.; flees in nocturnal terror.;You are no longer terrified.;
Vilia`s Chorus of Celerity;Increase Attack Speed by 45% (L54);;;;;;;;;;;;;0;61;61;61;61;61;61;61;54;61;61;61;61;61;61;61;3.0;0.0;0.0;;;None;Singing;0;5;0;0;Bard Buffing;Attack Speed;145;145;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;Full Group;0;2080;0;70;0;0;1757;;;The beat of your heart increases to match the music.;;The tempo fades.;
Selo`s Assonant Strane;Decrease Movement between 43% (L54) to 45% (L60);Decrease Attack Speed for between 23% (L54) to 25% (L60);;;;;;;;;;;;0;61;61;61;61;61;61;61;54;61;61;61;61;61;61;61;3.0;0.0;0.0;;;None;Stringed Instruments;0;5;0;0;Bard Healing;Movement;-30;0;min + level /  4;Attack Speed;90;0;min + level /  4;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Magic;Point Blank AoE;0;2021;0;35;0;0;1758;;;Silver strands of music bind you.; is bound by silver strands of music.;The strands fade.;
Cantata of Replenishment;Increase Hit Points (HP) from 11 (L55) to 12 (L60);Increase Mana from 12 (L55) to 13 (L60);Decrease Stamina Loss by 10 (L55);;;;;;;;;;;0;61;61;61;61;61;61;61;55;61;61;61;61;61;61;61;3.0;0.0;0.0;;;None;Stringed Instruments;0;5;0;0;Clarity;Hit Points (HP);5;0;min + level /  8;Mana;1;0;min + level /  5;Stamina Loss;-10;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;Full Group;0;2076;0;60;0;0;1759;;;You feel replenished.;;;
McVaxius` Rousing Rondo;Increase Attack Speed for between 21% (L57) to 22% (L60);Strength - Unknown Formula;Increase Attack (ATK) from 13 (L57) to 14 (L60);Damage Shield by 8 (L57);;;;;;;;;;0;61;61;61;61;61;61;61;57;61;61;61;61;61;61;61;3.0;0.0;0.0;;;None;Brass Instruments;0;5;0;0;Bard Buffing;Attack Speed;110;140;min + level /  5;Strength;1;0;121;Attack (ATK);2;0;min + level /  5;Damage Shield;-8;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Fire;Full Group;0;2080;0;60;0;0;1760;;;You are more alert.;;You are no longer roused.;
Cassindra's Insipid Ditty;Decrease Mana from 15 (L57) to 16 (L60);Decrease Intelligence from 15 (L57) to 16 (L60);;Decrease Wisdom from 15 (L57) to 16 (L60);;;;;;;;;;0;61;61;61;61;61;61;61;57;61;61;61;61;61;61;61;3.0;0.0;0.0;;;None;Stringed Instruments;0;5;0;0;Bard Attack;Mana;-1;0;min + level /  4;Intelligence;-1;0;min + level /  4;Charisma;0;0;;Wisdom;-1;0;min + level /  4;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Magic;All;0;2059;100;0;0;0;1761;;;You feel asinine.; winces in an asinine way.;You no longer feel asinine.;
Jonthan's Inspiration;Increase Attack Speed for between 61% (L58) to 63% (L60);Increase Strength from 17 (L58) to 18 (L60);;Increase Attack (ATK) from 15 (L58) to 16 (L60);;;;;;;;;;0;61;61;61;61;61;61;61;58;61;61;61;61;61;61;61;3.0;0.0;0.0;;;None;Singing;0;5;0;0;Bard Buffing;Attack Speed;103;166;min + level;Strength;3;36;min + level /  4;Charisma;0;0;;Attack (ATK);4;24;min + level /  5;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;Self;0;2113;150;0;0;0;1762;;;You feel inspired.;;Your inspiration fades.;
Niv`s Harmonic;Increase Absorb Magic Attacks by 10 (L58);Increase Armor Class (AC) by 24 (L58);;;;;;;;;;;;0;61;61;61;61;61;61;61;58;61;61;61;61;61;61;61;3.0;0.0;0.0;;;None;Singing;0;5;0;0;Bard Buffing;Absorb Magic Attacks;10;0;;Armor Class (AC);80;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;Full Group;0;2012;0;75;0;0;1763;;;The harmony surrounds you.;;The harmony fades.;
Denon`s Bereavement;Adding 4 Poison counters;Decrease Hit Points (HP) by 30 (L59);Stuns target;Decrease Magic Resist by 15 (L59);;;;;;;;;;0;61;61;61;61;61;61;61;59;61;61;61;61;61;61;61;3.0;0.0;0.0;;;None;Stringed Instruments;0;5;0;0;Bard Attack;Poison;4;0;;Hit Points (HP);-30;0;;Stuns;1;0;;Magic Resist;-15;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Poison;Point Blank AoE;0;2016;0;35;0;0;1764;;;Venomous notes seep through your body.; convulses.;;
Solon's Charismatic Concord;Increase Charisma by 45 (L59);;;;;;;;;;;;;0;61;61;61;61;61;61;61;59;61;61;61;61;61;61;61;3.0;0.0;0.0;;;None;Singing;0;5;0;0;Bard Buffing;Charisma;45;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;Full Group;0;2080;0;100;0;0;1765;;;You feel charismatic.;;Your charisma fades.;
Distraction;True North;;;;;;;;;;;;;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;0.0;0.0;0.0;;;None;Divination;0;0;0;0;Sense;True North;1;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;Self;0;2104;0;0;0;0;1766;;;You spin randomly.;;;
Bonds of Tunare;;Decrease Movement by 65% (L57);;;;;;;;;;;;115;61;61;61;61;61;57;61;61;61;61;61;61;61;61;61;2.0;2.25;0.0;;;None;Alteration;18;1;0;0;Root;Charisma;0;0;;Movement;-35;65;min + level;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Magic;Target Based AoE;0;2118;200;30;0;0;1767;;;Dark vines drag your feet into the ground.; is dragged down by dark vines.;Your feet come free.;
Sacrifice;Sacrifice;;;;;;;;;;;;;100;61;61;61;61;61;61;61;61;61;61;51;61;61;61;61;5.0;2.25;0.0;;;None;Alteration;8;0;0;0;Fear;Sacrifice;1;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;Emerald;1;;1;;1;;1;;;None;All;0;2118;100;0;0;0;1768;;;;;;
Lure of Ice;Very Hard to Resist;Decrease Hit Points (HP) by 825 (L60);;;;;;;;;;;;320;61;61;61;61;61;61;61;61;61;61;61;60;61;61;61;4.50;2.50;0.0;;;None;Evocation;0;0;0;0;Freezing;Charisma;-5;0;;Hit Points (HP);-825;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Cold;All;0;2053;200;0;0;0;1769;;;You succumb to the lure of ice.; succumbs to the lure of ice.;;
Rage of Zomm;Summons a Burnout;;;;;;;;;;;;Burnout;200;61;61;61;61;61;61;61;61;61;61;61;61;55;61;61;8.0;2.25;120.0;;;None;Conjuration;0;0;0;0;Combustion;Summon Pet;1;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;Self;0;2106;0;0;0;0;1770;;;;;;
Call of the Hero;Summon Player;;;;;;;;;;;;;500;61;61;61;61;61;61;61;61;61;61;61;61;55;61;61;12.0;4.0;15.0;;;None;Conjuration;0;0;0;0;Invisi/Gate;Summon Player;1;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;Pearl;1;;1;;1;;1;;;None;All;0;2117;20000;0;0;0;1771;;;; steps into a mystic portal.;;
Mala;Decrease Fire Resist by 35 (L60);Decrease Cold Resist by 35 (L60);Decrease Magic Resist by 35 (L60);Decrease Poison Resist by 35 (L60);;;;;;;;;;350;61;61;61;61;61;61;61;61;61;61;61;61;60;61;61;5.0;2.25;10.0;;;None;Alteration;0;9;0;0;Lifeforce;Fire Resist;-10;35;min + level;Cold Resist;-10;35;min + level;Magic Resist;-10;35;min + level;Poison Resist;-10;35;min + level;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;All;0;2116;200;0;0;0;1772;;;You feel very vulnerable.; looks very uncomfortable.;Your vulnerability fades.;
Conjure Corpse;Summon Corpse;;;;;;;;;;;;;700;61;61;61;61;61;61;61;61;61;61;57;61;61;61;61;5.0;2.25;12.0;;;None;Conjuration;0;0;0;0;Summoning;Summon Corpse;1;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;Tiny Jaid Inlaid Coffin;1;;1;;1;;1;;;None;Self;20;2106;10000;0;0;0;1773;;;;;;
Naltron's Mark;;;Increase Total Hit Points from 406 (L58) to 446 (L60);Increase Current Hitpoints from 406 (L58) to 446 (L60);;;;;;;;;;500;61;58;61;61;61;61;61;61;61;61;61;61;61;61;61;6.0;4.0;12.0;;;None;Abjuration;540;3;0;0;Buffing;Charisma;0;0;;Charisma;0;0;;Total Hit Points;406;525;min + ( level - base ) * 20;Current Hitpoints;406;525;min + ( level - base ) * 20;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;Peridot;1;;1;;1;;1;;;None;Full Group;5;2012;100;50;0;0;1774;;;A mystic symbol flashes before your eyes.; is cloaked in a shimmer of glowing symbols.;The mystic symbol fades.;
Neutralize Magic;Cancel Magic + 4 levels;Cancel Magic + 4 levels;;;;;;;;;;;;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;0.0;0.0;0.0;;;None;Abjuration;0;0;0;0;Magic/Light;Cancel Magic;4;0;;Cancel Magic;4;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Magic;Self;5;2122;200;0;0;0;1775;;;You feel dispelled.; feels dispelled.;;
Spirit of Wolf;;Increase Movement between 34% (L9) to 55% (L50);;;;;;;;;;;;0;61;61;61;39;61;14;61;61;61;9;61;61;61;61;61;4.50;2.25;3.50;Outdoor;;None;Alteration;360;3;0;0;Attributes;Charisma;0;0;;Movement;30;55;min + level /  2;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;Self;25;2054;100;0;0;0;1776;;;You feel the spirit of wolf enter you.; is surrounded by a brief lupine aura.;The spirit of wolf leaves you.;
Conceal Rapier;Summoning Quarter Staff #1;;;;;;;;;;;;;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;0.0;0.0;0.0;;;None;Instantaneous;0;0;0;0;-1;Summon Item;21601;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;Rapier #1;1;Hollow Staff #1;1;;1;;1;;;None;All;0;2056;100;0;0;0;1777;;;You conceal your rapier inside your staff.; conceals a rapier in a hollowed staff.;;
Unconceal Rapier;Summoning Rapier #1;Summoning Hollow Staff #1;;;;;;;;;;;;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;0.0;0.0;0.0;;;None;Instantaneous;0;0;0;0;-1;Summon Item;21602;0;;Summon Item;21603;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;Quarter Staff #1;1;;1;;1;;1;;;None;All;0;2056;100;0;0;0;1778;;;You unsheath your rapier.; unsheaths a rapier from within a staff.;;
Conceal Rapier;Summoning Quarter Staff #2;;;;;;;;;;;;;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;0.0;0.0;0.0;;;None;Instantaneous;0;0;0;0;-1;Summon Item;21604;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;Rapier #2;1;Hollow Staff #2;1;;1;;1;;;None;All;0;2056;100;0;0;0;1779;;;You conceal your rapier inside your staff.; conceals a rapier in a hollowed staff.;;
Unconceal Rapier;Summoning Rapier #2;Summoning Hollow Staff #2;;;;;;;;;;;;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;0.0;0.0;0.0;;;None;Instantaneous;0;0;0;0;-1;Summon Item;21605;0;;Summon Item;21606;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;Quarter Staff #2;1;;1;;1;;1;;;None;All;0;2056;100;0;0;0;1780;;;You unsheath your rapier.; unsheaths a rapier from within a staff.;;
Conceal Rapier;Summoning Quarter Staff #3;;;;;;;;;;;;;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;0.0;0.0;0.0;;;None;Instantaneous;0;0;0;0;-1;Summon Item;21607;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;Rapier #3;1;Hollow Staff #3;1;;1;;1;;;None;All;0;2056;100;0;0;0;1781;;;You conceal your rapier inside your staff.; conceals a rapier in a hollowed staff.;;
Unconceal Rapier;Summoning Rapier #3;Summoning Hollow Staff #3;;;;;;;;;;;;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;0.0;0.0;0.0;;;None;Instantaneous;0;0;0;0;-1;Summon Item;21608;0;;Summon Item;21609;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;Quarter Staff #3;1;;1;;1;;1;;;None;All;0;2056;100;0;0;0;1782;;;You unsheath your rapier.; unsheaths a rapier from within a staff.;;
Curse of the Garou;Decrease Hit Points (HP) by 25 (L1) and adds it to yours;;;;;;;;;;;;;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;0.0;0.0;0.0;;;None;Alteration;0;0;0;0;Lifeforce;Hit Points (HP);-25;25;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Magic;Drain;0;2116;200;0;0;0;1783;;;You feel your life force drain away.; staggers.;;
Velium Shards;Decrease Hit Points (HP) from 9 (L1) to 12 (L4);;;;;;;;;;;;;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;0.0;0.0;0.0;;;None;Evocation;0;0;0;0;Freezing;Hit Points (HP);-8;12;min + level;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Cold;All;0;2053;30;0;0;0;1784;;;Your skin is rent by shards of velium.;'s skin is rent by shards of velium.;;
Flamesong;Decrease Hit Points (HP) by 75 (L1);;;;;;;;;;;;;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;0.0;0.0;0.0;;;None;Evocation;0;0;0;0;Combustion;Hit Points (HP);-75;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Fire;All;0;2052;200;0;0;0;1785;;;Fire dances over your skin.;'s skin is covered in a corona of fire.;;
Torment;Adding 1 Poison counters;Decrease Current Hitpoints by 20 (L1);DoT for 50 Hit Points (HP) in 5 ticks;;;;;;;;;;;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;0.0;0.0;0.0;;;None;Instantaneous;5;6;0;0;Blinding;Poison;1;0;;Current Hitpoints;-20;0;;Hit Points (HP);-10;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Poison;All;0;2115;200;0;0;0;1786;;;Your eyes begin to burn.; staggers around blindly.;Your sight returns.;
Tap Keg;Summoning Keg Tapper;;;;;;;;;;;;;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;0.0;0.0;0.0;;;None;Alteration;0;0;0;0;-1;Summon Item;25188;0;x 1;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;Self;0;2111;0;0;0;0;1787;;;;;;
Truesight;See Invisible;Ultravision;;;;;;;;;;;;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;0.0;0.0;0.0;;;None;Divination;360;3;0;0;Sense;See Invisible;1;0;;Ultravision;1;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;All;0;2115;100;0;0;0;1788;;;Your eyes tingle.;'s eyes glow violet.;Your ultravision fades.;
Grizznot SMASH;Hard to Resist;Stuns target for 9.0 (L1) seconds;;;;;;;;;;;;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;0.0;0.0;0.0;;;None;Evocation;0;0;0;0;Stun;Charisma;-4;0;;Stuns;9000;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Magic;Point Blank AoE;0;2059;20;50;5;5;1789;;;You are slammed by Grizznots mighty SMASH!; is stunned by Grizznots mighty SMASH!;You are no longer stunned.;
Feast of Blood;Decrease Hit Points (HP) by 25 (L1) and adds it to yours;;;;;;;;;;;;;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;0.0;0.0;0.0;;;None;Alteration;0;0;0;0;Lifeforce;Hit Points (HP);-25;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Magic;Drain;0;2116;20;0;0;0;1790;;;You feel your life force drain away.; staggers.;;
Strike of the Chosen;Decrease Hit Points (HP) by 80 (L1) and adds it to yours;;;;;;;;;;;;;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;0.0;0.0;0.0;;;None;Alteration;0;0;0;0;Lifeforce;Hit Points (HP);-80;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;Drain;0;2116;20;0;0;0;1791;;;You feel your life force drain away.; staggers.;;
Abolish Enchantment;Cancel Magic + 9 levels;;;;;;;;;;;;;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;0.0;0.0;12.0;;;None;Evocation;0;0;0;0;Frost Attack;Cancel Magic;9;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;All;0;2053;100;0;0;0;1792;; arches its back.;You feel your skin freeze.;'s skin freezes.;;
Judgement of Ice;Moderate to Resist;Decrease Hit Points (HP) by 125 (L1);Stuns target for 0.5 (L1) seconds;;;;;;;;;;;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;0.0;0.0;0.0;;;None;Evocation;0;0;0;0;Freezing;Charisma;-3;0;;Hit Points (HP);-125;0;;Stuns;500;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Cold;All;0;2053;30;0;0;0;1793;;;Your skin is torn by the Judgement of Ice.;'s skin is torn by the Judgement of Ice.;;
Shards of Sorrow;Decrease Hit Points (HP) by 60 (L1);;;;;;;;;;;;;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;0.0;0.0;0.0;;;None;Evocation;0;0;0;0;Freezing;Hit Points (HP);-60;60;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Cold;All;0;2053;30;0;0;0;1794;;;Your skin is rent by shards.;'s skin is rent by shards.;;
Shield of the Winter;Damage Shield by 10 (L1);Increase Cold Resist by 5 (L1);;;;;;;;;;;;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;0.0;0.0;0.0;;;None;Abjuration;0;7;0;0;Fire Attack;Damage Shield;-10;10;;Cold Resist;5;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Cold;All;0;2053;100;0;0;0;1795;;;You are enveloped by ice.; is enveloped by ice.;The ice melts.;
Shield of the Ring;;Damage Shield by 2 (L1);;;;;;;;;;;;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;0.0;0.0;0.0;;;None;Abjuration;0;7;0;0;Fire Attack;Charisma;0;0;;Damage Shield;2;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Cold;Self;0;2053;100;0;0;0;1796;;;You are enveloped in a swirling maelstrom.; is enveloped by a swirling maelstrom.;The maelstrom fades away.;
Enchant Velium;Summoning Enchanted Bar of Velium;;;;;;;;;;;;;200;61;61;61;61;61;61;61;61;61;61;61;61;61;44;61;6.0;2.25;0.0;;;None;Alteration;0;0;0;0;Summoning;Summon Item;22099;0;x 1;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;22098;1;;1;;1;;1;;;None;Self;25;2111;0;0;0;0;1797;;;;;;
Imbue Opal;Summoning Imbue Opal;;;;;;;;;;;;;200;61;29;61;61;61;61;61;61;61;61;61;61;61;61;61;6.0;2.25;0.0;;;None;Alteration;0;0;0;0;-1;Summon Item;22560;0;x 1;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;Opal;1;;1;;1;;1;;;None;Self;25;2111;0;0;0;0;1798;;;;;;
Imbue Topaz;Summoning Imbue Topaz;;;;;;;;;;;;;200;61;29;61;61;61;61;61;61;61;61;61;61;61;61;61;6.0;2.25;0.0;;;None;Alteration;0;0;0;0;-1;Summon Item;22555;0;x 1;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;Topaz;1;;1;;1;;1;;;None;Self;25;2111;0;0;0;0;1799;;;;;;
Imbue Plains Pebble;Summoning Imbue Plains Pebble;;;;;;;;;;;;;200;61;29;61;61;61;29;61;61;61;61;61;61;61;61;61;6.0;2.25;0.0;;;None;Alteration;0;0;0;0;-1;Summon Item;22553;0;x 1;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;Plains Pebble;1;;1;;1;;1;;;None;Self;25;2111;0;0;0;0;1800;;;;;;
