'Test''Test1''Spell Name','Description 1','Description 2','Description 3','Description 4','Extra','Mana Drain','WAR','CLR','PAL','RNG','SHD','DRU','MNK','BRD','ROG','SHM','NEC','WIZ','MAG','ENC','Casting Time','Fizzle Time','Recovery Time','Indoor/Outdoor','Location','Skill','Duration','Dur Formula','AoE Duration','Pos/Neg','Category','Attrib 1','Min 1','Max 1','Calc 1','Attrib 2','Min 2','Max 2','Calc 2','Attrib 3','Min 3','Max 3','Calc 3','Attrib 4','Min 4','Max 4','Calc 4','Reagent 1','Quantity 1','Reageant 2','Quantity 2','Reageant 3','Quantity 3','Reageant 4','Quantity 4','Focus 1','Focus 2','Resistance','Target','Resist Adj','Gem','Range','AoE Range','Back Range','Up Range'
'Deftness','Increase Dexterity by 40 (L39)','','','','','80','61','61','61','61','61','61','61','61','61','39','61','61','61','61','5.0','2.25','0.0','','None','Alteration','540','3','0.0','43','Attributes','Dexterity','1','40','min + level','','0','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','None','All','15','2124','100','0','0','0',
'Raging Strength','Increase Strength from 23 (L29) to 26 (L34)','','','','','60','61','61','61','61','61','61','61','61','61','29','61','61','61','61','3.50','2.25','0.0','','None','Alteration','450','3','0.0','43','Attributes','Strength','9','26','min + level /  2','','0','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','None','All','25','2124','100','0','0','0',
'Alluring Aura','Increase Charisma from 20 (L29) to 23 (L34)','','','','','60','61','61','61','61','61','61','61','61','61','29','61','61','61','61','5.0','2.25','0.0','','None','Alteration','450','3','0.0','43','Attributes','Charisma','6','23','min + level /  2','','0','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','None','All','25','2124','100','0','0','0',
'Spirit of Ox','Increase Stamina from 21 (L24) to 23 (L28)','','','','','60','61','61','61','61','61','61','61','61','61','24','61','61','61','61','5.0','2.25','0.0','','None','Alteration','450','3','0.0','43','Attributes','Stamina','9','23','min + level /  2','','0','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','None','All','25','2124','100','0','0','0',
'Spirit of Cat','Increase Agility from 23 (L19) to 27 (L23)','','','','','60','61','61','61','61','61','61','61','61','61','19','61','61','61','61','5.0','2.25','0.0','','None','Alteration','450','3','0.0','43','Attributes','Agility','4','27','min + level','','0','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','None','All','25','2124','100','0','0','0',
'Spirit Strength','Increase Strength from 16 (L19) to 18 (L22)','','','','','40','61','61','61','61','61','61','61','61','61','19','61','61','61','61','5.0','2.25','0.0','','None','Alteration','360','3','0.0','43','Attributes','Strength','7','18','min + level /  2','','0','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','None','All','25','2124','100','0','0','0',
'Spirit of Monkey','Increase Dexterity by 20 (L24)','','','','','40','61','61','61','61','61','61','61','61','61','24','61','61','61','61','5.0','2.25','0.0','','None','Alteration','360','3','0.0','43','Attributes','Dexterity','9','20','min + level /  2','','0','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','None','All','25','2124','100','0','0','0',
'Chloroplast','Increase Hit Points (HP) by 10 (L39)','','','','','200','61','61','61','55','61','44','61','61','61','39','61','61','61','61','6.0','2.50','0.0','','None','Alteration','0','10','0.0','43','Healing','Hit Points (HP)','10','0','','','0','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','None','All','5','2051','100','0','0','0',
'Regeneration','Increase Hit Points (HP) by 5 (L24)','','','','','100','61','61','61','61','61','34','61','61','61','24','61','61','61','61','6.0','2.50','0.0','','None','Alteration','0','10','0.0','43','Healing','Hit Points (HP)','5','0','','','0','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','None','All','25','2051','100','0','0','0',
'Sunbeam','Blinds','','','','','40','61','61','61','61','61','24','61','61','61','61','61','61','61','61','3.0','2.25','12.0','Outdoor','None','Divination','3','5','0.0','44','Blinding','Blinds','-1','0','','','0','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','Magic','NPC','25','2093','200','20','0','0',
'Allure of the Wild','Attempting to charm (16)','','','','','220','61','61','61','61','61','44','61','61','61','61','61','61','61','61','9.0','2.25','24.0','','None','Alteration','0','10','0.0','43','Calm','Charm','16','0','','','0','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','Magic','Animal','5','2059','200','0','0','0',
'Beguile Animals','Attempting to charm (9)','','','','','170','61','61','61','61','61','34','61','61','61','61','61','61','61','61','6.0','2.25','12.0','','None','Alteration','0','10','0.0','43','Calm','Charm','9','0','','','0','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','Magic','Animal','25','2059','200','0','0','0',
'Savage Spirit','Increase Attack Speed for between 64% (L44) to 70% (L50)','Increase Strength from 42 (L44) to 45 (L50)','Increase Armor Class (AC) from 16 (L44) to 17 (L50)','','','100','61','61','61','61','61','44','61','61','61','61','61','61','61','61','6.0','2.25','30.0','','None','Alteration','0','8','0.0','43','Illusion','Attack Speed','120','170','min + level','Strength','20','45','min + level /  2','Armor Class (AC)','30','55','min + level /  2','','0','0','','','1','','1','','1','','1','','','None','Pet','5','2058','100','0','0','0',
'Feral Spirit','Increase Attack Speed for between 16% (L19) to 20% (L32)','Increase Strength from 16 (L19) to 20 (L32)','Increase Armor Class (AC) from 7 (L19) to 14 (L60)','','','50','61','61','61','61','61','19','61','61','61','61','61','61','61','61','6.0','2.25','12.0','','None','Alteration','0','8','0.0','43','Illusion','Attack Speed','112','120','min + level /  4','Strength','12','20','min + level /  4','Armor Class (AC)','15','0','min + level /  2','','0','0','','','1','','1','','1','','1','','','None','Pet','25','2058','100','0','0','0',
'Pack Chloroplast','Increase Hit Points (HP) by 10 (L49)','','','','','400','61','61','61','61','61','49','61','61','61','61','61','61','61','61','9.0','2.50','12.0','','None','Alteration','0','9','0.0','43','Healing','Hit Points (HP)','10','0','','','0','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','None','Full Group','0','2007','100','50','0','0',
'Pack Regeneration','Increase Hit Points (HP) by 5 (L39)','','','','','200','61','61','61','61','61','39','61','61','61','61','61','61','61','61','6.0','2.50','6.0','','None','Alteration','0','9','0.0','43','Healing','Hit Points (HP)','5','0','','','0','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','None','Full Group','15','2007','100','50','0','0',
'Word of Healing','Increase Hit Points (HP) by 393 (L49)','','','','','600','61','49','61','61','61','61','61','61','61','61','61','61','61','61','4.0','2.50','0.0','','None','Alteration','0','0','0.0','43','Healing','Hit Points (HP)','1','400','x 8','','0','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','None','Full Group','0','2007','100','50','0','0',
'Word of Health','Increase Hit Points (HP) from 94 (L34) to 100 (L40)','','','','','180','61','34','61','61','61','61','61','61','61','61','61','61','61','61','3.0','2.50','0.0','','None','Alteration','0','0','0.0','43','Healing','Hit Points (HP)','60','100','min + level','','0','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','None','Full Group','20','2007','100','50','0','0',
'Blinding Luminance','Blinds','Decrease Attack (ATK) by 5 (L34)','','','','50','61','34','61','61','61','61','61','61','61','39','61','61','61','61','1.50','2.25','3.0','','None','Divination','4','1','0.0','44','Blinding','Blinds','-1','0','','Attack (ATK)','-5','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','Magic','All','15','2115','200','0','0','0',
'Paralyzing Earth','','Root','','','','100','61','56','61','61','61','61','61','61','61','56','49','49','61','49','2.50','2.25','2.50','','None','Alteration','30','8','0.0','44','Root','Charisma','0','0','','Movement','-10000','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','Magic','All','0','2118','200','0','0','0',
'Immobilize','','Root','','','','80','61','49','61','61','61','61','61','61','61','51','58','39','61','39','1.75','2.25','3.0','','None','Alteration','10','8','0.0','44','Root','Charisma','0','0','','Movement','-10000','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','Magic','All','0','2118','200','0','0','0',
'Enstill','','Root','','','','60','61','29','54','61','61','61','61','61','61','34','53','20','61','29','2.50','2.25','0.0','','None','Alteration','16','2','0.0','44','Root','Charisma','0','0','','Movement','-10000','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','Magic','All','25','2118','200','0','0','0',
'Divine Barrier','Divine Aura','Damage Shield from 25 (L29) to 36 (L50)','','Regeneration for between 90 (L29) to 153 (L50) Hit Points (HP) in 3 ticks','','100','61','29','61','61','61','61','61','61','61','61','61','61','61','61','2.0','5.0','900.0','','None','Abjuration','3','1','0.0','42','Buffing','Divine Aura','1','0','','Damage Shield','-11','36','min + level /  2','Charisma','0','0','','Hit Points (HP)','1','51','min + level','','1','','1','','1','','1','','','None','Self','25','2045','0','0','0','0',
'Shield of Brambles','Damage Shield from 11 (L29) to 12 (L32)','','','','','80','61','61','61','49','61','29','61','61','61','61','61','61','61','61','2.50','2.25','0.0','','None','Abjuration','0','7','0.0','42','Buffing','Damage Shield','-4','12','min + level /  4','','0','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','Magic','All','25','2057','100','0','0','0',
'Wave of Fear','Fear','','','','','90','61','24','61','61','61','61','61','61','61','61','61','61','61','61','4.50','2.25','9.0','','None','Alteration','3','1','0.0','44','Fear','Fear','1','0','','','0','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','Magic','Point Blank AoE','25','2083','0','15','0','0',
'Invoke Fear','Fear','','','','','100','61','39','61','61','49','61','61','61','61','61','34','61','61','39','2.50','2.25','7.0','','None','Alteration','7','2','0.0','44','Fear','Fear','1','0','','','0','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','Magic','All','15','2116','200','0','0','0',
'Inspire Fear','Fear','','','','','80','61','24','61','61','61','61','61','61','61','61','61','61','61','61','4.0','2.25','8.0','','None','Alteration','5','1','0.0','44','Fear','Fear','1','0','','','0','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','Magic','All','25','2116','200','0','0','0',
'Sound of Force','Stuns target for 8.0 (L49) seconds','Decrease Hit Points (HP) by 220 (L49)','','','','120','61','49','61','61','61','61','61','61','61','61','61','61','61','61','3.0','2.50','24.0','','None','Evocation','0','0','0.0','44','Stun','Stuns','8000','0','','Hit Points (HP)','-220','220','','','0','0','','','0','0','','','1','','1','','1','','1','','','Magic','All','0','2059','200','0','5','0',
'Force','Stuns target for 6.0 (L34) seconds','Decrease Hit Points (HP) from 74 (L34) to 90 (L50)','','','','90','61','34','52','61','61','61','61','61','61','61','61','61','61','61','2.50','2.50','18.0','','None','Evocation','0','0','0.0','44','Stun','Stuns','6000','0','','Hit Points (HP)','-40','90','min + level','','0','0','','','0','0','','','1','','1','','1','','1','','','Magic','All','25','2059','200','0','3','0',
'Holy Might','Stuns target for 6.0 (L19) seconds','Decrease Hit Points (HP) from 29 (L19) to 60 (L50)','','','','60','61','19','49','61','61','61','61','61','61','61','61','61','61','61','2.0','2.50','18.0','','None','Evocation','0','0','0.0','44','Stun','Stuns','6000','0','','Hit Points (HP)','-10','60','min + level','','0','0','','','0','0','','','1','','1','','1','','1','','','Magic','All','25','2059','200','0','0','0',
'Flame Arc','Decrease Hit Points (HP) from 171 (L39) to 181 (L44)','','','','','199','61','61','61','61','61','61','61','61','61','61','61','61','39','61','5.30','2.50','7.0','','None','Evocation','0','0','0.0','44','Flame Attack','Hit Points (HP)','-93','181','min + level *  2','','0','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','Fire','Point Blank AoE','15','2019','0','20','0','0',
'Rain of Lava','Decrease Hit Points (HP) by 172 (L39)','','','','','250','61','61','61','61','61','61','61','61','61','61','61','61','39','61','5.50','2.50','12.0','','None','Evocation','0','0','0.0','43','DoT','Hit Points (HP)','-172','0','','','0','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','Fire','NPC','15','2063','150','20','0','0',
'Blaze','Decrease Hit Points (HP) from 276 (L34) to 295 (L39)','','','','','155','61','61','61','61','61','61','61','61','61','61','61','61','34','61','4.60','2.50','0.0','','None','Evocation','0','0','0.0','44','Combustion','Hit Points (HP)','-140','295','min + level *  4','','0','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','Fire','All','25','2052','200','0','0','0',
'Firework2','Decrease Stamina Loss by 1 (L1)','','','','','0','61','61','61','61','61','61','61','61','61','61','61','61','61','61','2.50','0.0','0.0','','None','Instantaneous','0','0','0.0','44','Firework 2','Stamina Loss','-1','0','','','0','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','None','Projectile Aim','0','2052','300','0','0','0',
'Banish Undead','Decrease Hit Points (HP) by 585 (L44)','','','','','225','61','44','61','61','61','61','61','61','61','61','49','61','61','61','5.50','2.50','0.0','','None','Evocation','0','0','0.0','44','Dead/Summon','Hit Points (HP)','-585','585','','','0','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','Magic','Undead','5','2119','200','0','0','0',
'Dismiss Undead','Decrease Hit Points (HP) from 140 (L24) to 162 (L35)','','','','','90','61','24','49','61','49','61','61','61','61','61','29','61','61','61','3.30','2.50','0.0','','None','Evocation','0','0','0.0','44','Dead/Summon','Hit Points (HP)','-92','162','min + level *  2','','0','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','Magic','Undead','25','2119','200','0','0','0',
'Banish Summoned','Decrease Hit Points (HP) by 585 (L44)','','','','','225','61','56','61','61','61','44','61','61','61','61','61','61','49','61','5.50','2.50','0.0','','None','Evocation','0','0','0.0','44','Dead/Summon','Hit Points (HP)','-585','585','','','0','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','Magic','Summoned','5','2119','200','0','0','0',
'Dismiss Summoned','Decrease Hit Points (HP) from 140 (L24) to 162 (L35)','','','','','90','61','39','61','39','61','24','61','61','61','61','61','61','29','61','3.30','2.50','0.0','','None','Evocation','0','0','0.0','44','Dead/Summon','Hit Points (HP)','-92','162','min + level *  2','','0','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','Magic','Summoned','15','2119','200','0','0','0',
'Shock of Swords','Decrease Hit Points (HP) from 580 (L44) to 600 (L48)','','','','','250','61','61','61','61','61','61','61','61','61','61','61','61','44','61','6.10','2.50','0.0','','None','Conjuration','0','0','0.0','44','Striking','Hit Points (HP)','-360','600','x 5','','0','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','Magic','All','5','2119','200','0','0','0',
'Shock of Spikes','Decrease Hit Points (HP) from 158 (L24) to 176 (L30)','','','','','110','61','61','61','61','61','61','61','61','61','61','61','61','24','61','3.50','2.50','0.0','','None','Conjuration','0','0','0.0','44','Striking','Hit Points (HP)','-86','176','min + level *  3','','0','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','Magic','All','25','2119','200','0','0','0',
'Malosi','Decrease Fire Resist from 59 (L49) to 60 (L50)','Decrease Cold Resist from 59 (L49) to 60 (L50)','Decrease Magic Resist from 59 (L49) to 60 (L50)','Decrease Poison Resist from 59 (L49) to 60 (L50)','','175','61','61','61','61','61','61','61','61','61','49','61','61','51','61','5.0','2.25','6.0','','None','Alteration','0','9','0.0','42','Lifeforce','Fire Resist','-10','60','min + level','Cold Resist','-10','60','min + level','Magic Resist','-10','60','min + level','Poison Resist','-10','60','min + level','','1','','1','','1','','1','','','Magic','All','0','2116','200','0','0','0',
'Malisement','Decrease Fire Resist from 37 (L34) to 40 (L40)','Decrease Cold Resist from 37 (L34) to 40 (L40)','Decrease Magic Resist from 37 (L34) to 40 (L40)','Decrease Poison Resist from 37 (L34) to 40 (L40)','','100','61','61','61','61','61','61','61','61','61','34','61','61','44','61','4.0','2.25','6.0','','None','Alteration','0','9','0.0','42','Lifeforce','Fire Resist','-20','40','min + level /  2','Cold Resist','-20','40','min + level /  2','Magic Resist','-20','40','min + level /  2','Poison Resist','-20','40','min + level /  2','','1','','1','','1','','1','','','Magic','All','5','2116','200','0','0','0',
'Malise','Decrease Fire Resist from 15 (L19) to 20 (L28)','Decrease Cold Resist from 15 (L19) to 20 (L28)','Decrease Magic Resist from 15 (L19) to 20 (L28)','Decrease Poison Resist from 15 (L19) to 20 (L28)','','60','61','61','61','61','61','61','61','61','61','19','61','61','24','61','3.0','2.25','6.0','','None','Alteration','0','9','0.0','42','Lifeforce','Fire Resist','-6','20','min + level /  2','Cold Resist','-6','20','min + level /  2','Magic Resist','-6','20','min + level /  2','Poison Resist','-6','20','min + level /  2','','1','','1','','1','','1','','','Magic','All','25','2116','200','0','0','0',
'Elemental Armor','Increase Fire Resist by 30 (L44)','Increase Cold Resist by 30 (L44)','','','','100','61','61','61','61','61','61','61','61','61','61','61','44','44','61','6.0','2.25','0.0','','None','Abjuration','360','3','0.0','42','Buffing','Fire Resist','15','30','min + level /  2','Cold Resist','15','30','min + level /  2','','0','0','','','0','0','','','1','','1','','1','','1','','','None','Self','5','2045','0','0','0','0',
'Elemental Shield','Increase Fire Resist by 15 (L20)','Increase Cold Resist by 15 (L20)','','','','50','61','61','61','61','61','61','61','61','61','61','61','20','20','61','3.0','2.25','0.0','','None','Abjuration','270','3','0.0','42','Buffing','Fire Resist','5','15','min + level /  2','Cold Resist','5','15','min + level /  2','','0','0','','','0','0','','','1','','1','','1','','1','','','None','Self','25','2045','0','0','0','0',
'Burnout III','','Increase Armor Class (AC) by 14 (L49)','Increase Strength by 50 (L49)','Increase Attack Speed by 60% (L49)','','150','61','61','61','61','61','61','61','61','61','61','61','61','49','61','6.0','2.50','12.0','','None','Alteration','150','11','0.0','43','Illusion','Charisma','0','0','','Armor Class (AC)','45','0','','Strength','50','0','','Attack Speed','115','160','min + level','','1','','1','','1','','1','','','None','Pet','0','2124','100','0','0','0',
'Burnout II','','Increase Armor Class (AC) by 9 (L29)','Increase Strength from 39 (L29) to 45 (L40)','Increase Attack Speed for between 29% (L29) to 35% (L40) in 150 ticks','','75','61','61','61','61','61','61','61','61','61','61','61','61','29','61','6.0','2.50','12.0','','None','Alteration','150','10','0.0','43','Illusion','Charisma','0','0','','Armor Class (AC)','30','0','','Strength','25','45','min + level /  2','Attack Speed','115','135','min + level /  2','','1','','1','','1','','1','','','None','Pet','25','2124','100','0','0','0',
'Summon Ring of Flight','Summoning Ring of Flight (Summoned)','','','','','100','61','61','61','61','61','61','61','61','61','61','61','61','39','61','6.0','2.25','6.0','','None','Conjuration','0','0','0.0','43','Summoning','Summon Item','10405','0','x 1','','0','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','None','Self','15','2106','0','0','0','0',
'Dagger of Symbols','Summoning Dagger of Symbols (Summoned)','','','','','100','61','61','61','61','61','61','61','61','61','61','61','61','39','61','6.0','2.25','6.0','','None','Conjuration','0','0','0.0','43','Summoning','Summon Item','7310','0','x 1','','0','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','None','Self','15','2106','0','0','0','0',
'Summon Coldstone','Summoning Coldstone (Summoned)','','','','','40','61','61','61','61','61','61','61','61','61','61','61','61','29','61','6.0','2.25','6.0','','None','Conjuration','0','0','0.0','43','Summoning','Summon Item','10323','0','x 1','','0','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','None','Self','25','2106','0','0','0','0',
'Spear of Warding','Summoning Spear of Warding (Summoned)','','','','','60','61','61','61','61','61','61','61','61','61','61','61','61','20','61','6.0','2.25','6.0','','None','Conjuration','0','0','0.0','43','Summoning','Summon Item','7309','0','x 1','','0','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','None','Self','25','2106','0','0','0','0',
'Summon Arrows','Summoning Arrows (Summoned)','','','','','30','61','61','61','61','61','61','61','61','61','61','61','61','20','61','4.0','2.25','0.0','','None','Conjuration','0','0','0.0','43','Summoning','Summon Item','8316','20','min + level /  4','','0','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','None','Self','25','2106','0','0','0','0',
'Summon Throwing Dagger','Summoning Throwing Dagger (Summoned)','','','','','20','61','61','61','61','61','61','61','61','61','61','61','61','16','61','4.0','2.25','0.0','','None','Conjuration','0','0','0.0','43','Summoning','Summon Item','8317','20','min + level /  4','','0','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','None','Self','25','2106','0','0','0','0',
'Creeping Crud','DoT for 210 Hit Points (HP) in 10 ticks','','','','','100','61','61','61','61','61','24','61','61','61','61','61','61','61','61','2.45','2.50','0.0','','None','Conjuration','10','1','0.0','44','Bugs/Misc','Hit Points (HP)','-21','0','','','0','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','Magic','All','25','2058','250','0','0','0',
'Abolish Disease','Removing 9 Disease counters','Removing 9 Disease counters','Removing 9 Disease counters','Removing 9 Disease counters','','100','61','61','61','61','61','61','61','61','61','49','61','61','61','61','6.0','2.25','0.0','','None','Alteration','0','0','0.0','43','Healing','Disease','-9','0','','Disease','-9','0','','Disease','-9','0','','Disease','-9','0','','','1','','1','','1','','1','','','None','All','0','2051','100','0','0','0',
'Abolish Poison','Removing 9 Poison counters','Removing 9 Poison counters','Removing 9 Poison counters','Removing 9 Poison counters','','100','61','49','61','61','61','61','61','61','61','61','61','61','61','61','6.0','2.25','0.0','','None','Alteration','0','0','0.0','43','Healing','Poison','-9','0','','Poison','-9','0','','Poison','-9','0','','Poison','-9','0','','','1','','1','','1','','1','','','None','All','0','2051','100','0','0','0',
'Counteract Disease','Removing 4 Disease counters','Removing 4 Disease counters','','','','50','61','29','56','61','61','29','61','61','61','24','39','61','61','61','4.0','2.25','0.0','','None','Alteration','0','0','0.0','43','Healing','Disease','-4','0','','Disease','-4','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','None','All','15','2051','100','0','0','0',
'Counteract Poison','Removing 4 Poison counters','Removing 4 Poison counters','','','','50','61','24','39','61','61','29','61','61','61','29','61','61','61','61','4.0','2.25','0.0','','None','Alteration','0','0','0.0','43','Healing','Poison','-4','0','','Poison','-4','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','None','All','25','2051','100','0','0','0',
'Burn','Decrease Hit Points (HP) from 11 (L4) to 14 (L10)','','','','','15','61','61','61','61','61','61','61','61','61','61','61','61','4','61','1.75','2.50','0.0','','None','Evocation','0','0','0.0','44','Combustion','Hit Points (HP)','-9','14','min + level /  2','','0','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','Fire','All','20','2052','200','0','0','0',
'Burst of Flame','Decrease Hit Points (HP) from 3 (L1) to 5 (L4)','','','','','7','61','61','61','61','61','1','61','61','61','1','61','61','1','61','1.50','2.50','0.0','','None','Evocation','0','0','0.0','44','Combustion','Hit Points (HP)','-3','5','min + level /  2','','0','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','Fire','All','20','2052','200','0','0','0',
'Burst of Fire','Decrease Hit Points (HP) from 12 (L5) to 15 (L10)','','','','','15','61','61','61','15','61','5','61','61','61','61','61','61','61','61','1.75','2.50','0.0','','None','Evocation','0','0','0.0','44','Combustion','Hit Points (HP)','-10','15','min + level /  2','','0','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','Fire','All','25','2052','200','0','0','0',
'Ignite','Decrease Hit Points (HP) from 32 (L9) to 37 (L14)','','','','','30','61','61','61','22','61','9','61','61','61','61','61','61','61','61','2.10','2.50','0.0','','None','Evocation','0','0','0.0','44','Combustion','Hit Points (HP)','-23','37','min + level','','0','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','Fire','All','25','2052','200','0','0','0',
'Shadow Sight','Ultravision','','','','','50','61','61','61','61','49','61','61','61','61','61','24','61','61','61','3.0','2.25','0.0','','None','Divination','270','3','0.0','43','Sense','Ultravision','1','0','','','0','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','None','Self','25','2104','100','0','0','0',
'Daring','Increase Armor Class (AC) from 8 (L19) to 9 (L26)','Increase Total Hit Points from 84 (L19) to 125 (L60)','Increase Current Hitpoints from 84 (L19) to 125 (L60)','','','60','61','19','39','61','61','61','61','61','61','61','61','61','61','61','2.50','2.50','0.0','','None','Abjuration','360','3','0.0','42','Buffing','Armor Class (AC)','17','30','min + level /  2','Total Hit Points','65','0','min + level','Current Hitpoints','65','0','min + level','','0','0','','','1','','1','','1','','1','','','None','All','25','2056','100','0','0','0',
'Harm Touch','Decrease Hit Points (HP) from 11 (L1) to 601 (L60)','','','','','0','61','61','61','61','1','61','61','61','61','61','61','61','61','61','0.0','2.50','4320.0','','None','Instantaneous','0','0','0.0','44','Hand Skill','Hit Points (HP)','-1','0','x 10','','0','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','Magic','All','25','2119','50','0','0','0',
'Lay on Hands','Increase Hit Points (HP) from 33 (L1) to 1921 (L60)','','','','','0','61','61','1','61','61','61','61','61','61','61','61','61','61','61','0.0','2.50','4320.0','','None','Instantaneous','0','0','0.0','44','Healing','Hit Points (HP)','1','0','x 32','','0','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','None','All','0','2051','50','0','0','0',
'Enduring Breath','Water Breathing','','','','','35','61','61','61','22','61','9','61','61','61','14','61','61','61','12','4.0','2.25','0.0','','None','Alteration','270','3','0.0','43','Magic/Light','Water Breathing','1','0','','','0','0','','','0','0','','','0','0','','Fish Scales','1','','1','','1','','1','','','None','All','25','2055','100','0','0','0',
'Firestorm','Decrease Hit Points (HP) by 28 (L12)','','','','','62','61','61','61','61','61','61','61','61','61','61','61','12','61','61','2.50','2.50','12.0','','None','Evocation','0','0','0.0','43','DoT','Hit Points (HP)','-28','28','','','0','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','Fire','NPC','25','2063','150','25','0','0',
'Shifting Sight','Bind Sight','Increase Stamina Loss by 2 (L20)','Infravision','','','30','61','61','61','61','61','61','61','61','61','61','61','39','61','20','4.0','2.25','0.0','','None','Divination','0','10','0.0','43','Magic/Light','Bind Sight','1','0','','Stamina Loss','2','0','','Infravision','1','0','','','0','0','','','1','','1','','1','','1','','','None','All','15','2115','10000','0','0','0',
'Rain of Fire','Decrease Hit Points (HP) by 75 (L20)','','','','','125','61','61','61','61','61','61','61','61','61','61','61','61','20','61','3.50','2.50','12.0','','None','Evocation','0','0','0.0','43','DoT','Hit Points (HP)','-75','56','','','0','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','Fire','NPC','25','2063','150','20','0','0',
'Phantom Plate','','Regeneration for 2160 Hit Points (HP) in 720 ticks','','Increase Armor Class (AC) from 17 (L44) to 18 (L48)','','200','61','61','61','61','61','61','61','61','61','61','61','61','44','61','6.0','2.25','0.0','','None','Abjuration','720','3','0.0','42','Buffing','Charisma','0','0','','Hit Points (HP)','3','0','','Charisma','0','0','','Armor Class (AC)','36','60','min + level /  2','Cat's Eye Agate','3','','1','','1','','1','','','None','Self','5','2045','0','0','0','0',
'Phantom Chain','','Regeneration for 1100 Hit Points (HP) in 550 ticks','','Increase Armor Class (AC) from 12 (L29) to 14 (L34)','','100','61','61','61','61','61','61','61','61','61','61','61','61','29','61','5.0','2.25','0.0','','None','Abjuration','550','3','0.0','42','Buffing','Charisma','0','0','','Hit Points (HP)','2','0','','Charisma','0','0','','Armor Class (AC)','11','45','min + level','Cat's Eye Agate','2','','1','','1','','1','','','None','Self','25','2045','0','0','0','0',
'See Invisible','See Invisible','','','','','25','61','61','61','61','61','14','61','61','61','61','61','4','16','8','2.0','2.25','0.0','','None','Divination','270','11','0.0','43','Sense','See Invisible','1','0','','','0','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','None','All','25','2115','100','60','0','0',
'Spirit Sight','See Invisible','','','','','20','61','61','61','61','61','61','61','61','61','9','61','61','61','61','2.0','2.25','0.0','','None','Divination','270','11','0.0','43','Sense','See Invisible','1','0','','','0','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','None','All','25','2115','100','60','0','0',
